"analysisDate","sampleID","sampleCode","sampleType","internalLabID","runID","acidTreatment","co2Trapped","nitrogenPercent","carbonPercent","CNratio","d15N","d13C","analyticalRepNumber","cnPercentQF","cnIsotopeQF","percentAccuracyQF","isotopeAccuracyQF","remarks","testMethod","instrument","analyzedBy","reviewedBy"
"20260423","NEON.ltr.SRER.2025.mxt.cn","A00000495293","vegetation","26-090.1","26-090","","N",2.18385469791578,52.1996107360177,23.9025109069004,3.97788268205248,-23.9236050658278,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260423","NEON.ltr.SRER047.20251124.lvs.cn","A00000495278","vegetation","26-090.10","26-090","","N",1.38406740989984,52.2332280452329,37.7389335747836,3.97595495389301,-24.89926996047,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260423","NEON.ltr.SRER048.20251124.lvs.cn","A00000495281","vegetation","26-090.11","26-090","","N",1.64307100837549,51.209969241699,31.1672283064202,4.14630420509152,-25.1529840874065,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260423","NEON.ltr.SRER049.20251124.lvs.cn","A00000495282","vegetation","26-090.12","26-090","","N",1.36862930659429,53.5263790264984,39.1094789280042,4.72246950650885,-23.8833820944842,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260423","NEON.ltr.SRER050.20251124.lvs.cn","A00000495284","vegetation","26-090.13","26-090","","N",1.61600595478826,51.700242882378,31.9926066665714,3.55908083539958,-25.1148238325421,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260423","NEON.ltr.SRER051.20251124.lvs.cn","A00000495285","vegetation","26-090.14","26-090","","N",1.23416174755979,53.6903324806277,43.5034812793261,3.78529946652851,-24.11440634015,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260423","NEON.ltr.SRER052.20251124.lvs.cn","A00000495286","vegetation","26-090.15","26-090","","N",1.16538332280361,52.3704296514929,44.9383723164179,3.53690194336262,-24.4712562910445,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260423","NEON.ltr.SRER053.20251124.lvs.cn","A00000495287","vegetation","26-090.16","26-090","","N",1.34211084324195,53.9247633980309,40.1790684201406,3.67776163334419,-24.6321481764189,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260423","NEON.ltr.SRER054.20251124.lvs.cn","A00000495288","vegetation","26-090.17","26-090","","N",1.5709587001036,53.4099942746314,33.9983439864518,4.07145186364232,-24.8219180925015,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260423","NEON.ltr.SRER055.20251124.lvs.cn","A00000495283","vegetation","26-090.18","26-090","","N",1.4719075818845,51.8254893389926,35.2097441285273,2.96952472897563,-24.477444440482,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260423","NEON.ltr.SRER056.20251124.lvs.cn","A00000495290","vegetation","26-090.19","26-090","","N",1.40555280423291,53.6513806316016,38.1710174601958,3.80561565258358,-24.8786427956784,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
